,y_mean,y_std
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,-0.2556525886947795,110.7224395224947
4,-7.119605727416116,22.388176174254347
5,-0.9814330584948388,72.46294421720373
6,-5.654630512911183,158.56311079063173
7,319.63600940520956,189.33832206725427
8,71.93292692469369,208.80479145798353
9,-10.170583994141206,191.79935232131172
10,691.147891657268,243.2006168338775
11,155.35298624455555,247.56193295984693
12,-11.556063267619045,217.9380487314171
13,742.1497253356404,263.2852166325236
14,166.4772871982283,296.8340711643151
15,-11.844710199349002,238.5889443706944
16,736.7630637064799,273.10184162210237
17,165.18243684504364,328.8037017541384
18,0.2556513148981795,110.72180724487369
19,7.119546036952688,22.38805433286514
20,0.9814238602344578,72.46252568188349
21,-5.097297795487889,158.80454092789694
22,327.0404131275415,199.77187809476604
23,72.22580948277306,214.7062978421496
24,-9.996566061820296,180.01944122294572
25,708.2773832914069,250.52739312762094
26,158.01640791345199,248.53247137512838
27,-11.264239970134993,213.5423083810149
28,748.6368635545937,268.18606728904405
29,166.6659767910167,301.93298650577293
30,-11.409083950296912,236.099536642125
31,736.4350641667342,276.89685409470394
32,163.7138100370406,335.2856496839525
33,0.0012166084465764636,0.01993317201004383
34,-0.0860110628555844,0.032840974367778976
35,-0.01930005762655072,0.027427527942168118
36,2.9058367556287306,52.10694018270771
37,-211.36330686630447,52.1140552562803
38,-47.421091522341754,69.08241483855363
39,5.6753780407515935,95.15366543888481
40,-435.08890570553115,101.33031820020669
41,-97.69740161233229,128.9973251543324
42,5.93884963674382,117.42457701224566
43,-491.891970054098,126.48468958404065
44,-110.66661784332683,164.65090647971442
45,7.373520833615209,123.6029657528179
46,-583.9486185314574,130.85538909944856
47,-131.17140035921526,164.33336500814266
48,5.6753780407515935,95.15366543888481
49,-435.08890570553115,101.33031820020669
50,-97.69740161233229,128.9973251543324
51,5.4192065289241445,146.02231892533874
52,-383.9317019573139,97.0795598515937
53,-86.81454166710293,139.52731252584186
54,2.959646625166301,243.47531766057696
55,-187.56748832018525,129.82248593326003
56,-43.453693436849946,202.30181232857467
57,1.26585821672136,244.6877004789904
58,-120.17057902524314,215.01816411816674
59,-28.252604914874993,239.3823472541272
60,1.26585821672136,244.6877004789904
61,-120.17057902524314,215.01816411816674
62,-28.252604914874993,239.3823472541272
63,1.5790069800258701,229.59678046016327
64,-151.78024886560596,222.5893043931547
65,-35.20805483993427,234.16181055822355
66,0.8845439929650528,279.42248695083185
67,-107.79535580945145,257.310206217184
68,-25.630718856450596,280.3855455256947
69,0.8845439929650528,279.42248695083185
70,-107.79535580945145,257.310206217184
71,-25.630718856450596,280.3855455256947
72,5.6753780407515935,95.15366543888481
73,-435.08890570553115,101.33031820020669
74,-97.69740161233229,128.9973251543324
75,4.671866390210052,138.760844460741
76,-383.64408934471885,100.89260001133229
77,-85.51257837102308,142.44109658418054
78,1.6764857129649644,236.87528986742385
79,-197.00717718979865,144.91219013036826
80,-43.136836346611325,209.80829096235226
81,0.8705690141490188,244.00694913404305
82,-168.66456902427169,239.7502834976899
83,-37.39024980077856,255.20583985806599
84,0.8705690141490188,244.00694913404305
85,-168.66456902427169,239.7502834976899
86,-37.39024980077856,255.20583985806599
87,1.3998251249932083,232.85955881343244
88,-200.8842522901564,236.91075754542612
89,-44.720787499855874,247.34375284768964
90,0.5245911145295782,287.21998293914874
91,-165.86777366764338,305.7412486229358
92,-36.83428638678265,308.33688068256515
93,0.5245911145295782,287.21998293914874
94,-165.86777366764338,305.7412486229358
95,-36.83428638678265,308.33688068256515
